Error loading layout at './core/test-layouts': Path './core/test-layouts' either doesn't exist or is not a directory
Error loading layout from './layouts/test': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-gen': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-best': Is a directory (os error 21)
Error loading layout from './layouts/long-run': Is a directory (os error 21)
> MCTS: 30 positions, 2400s rollouts, exploration=1.41, tree depth=all 30, policy=[SA { initial_temp: 10.0, final_temp: 1e-5, iterations: 1000 }]

  3.81K rollouts | best: -2.41T | avg: -30.8T | 24 rollouts/s | 160.0s elapsed   
  3.83K rollouts | best: -2.41T | avg: -31.0T | 24 rollouts/s | 160.9s elapsed   
  3.85K rollouts | best: -2.41T | avg: -31.1T | 24 rollouts/s | 161.7s elapsed   
  3.87K rollouts | best: -2.41T | avg: -31.3T | 24 rollouts/s | 162.6s elapsed   
  3.89K rollouts | best: -2.41T | avg: -31.4T | 24 rollouts/s | 163.4s elapsed   
  3.91K rollouts | best: -2.41T | avg: -31.5T | 24 rollouts/s | 164.3s elapsed   
  3.93K rollouts | best: -2.41T | avg: -31.6T | 24 rollouts/s | 165.1s elapsed   
  3.95K rollouts | best: -2.41T | avg: -31.8T | 24 rollouts/s | 165.9s elapsed   
  3.97K rollouts | best: -2.41T | avg: -31.9T | 24 rollouts/s | 166.8s elapsed   
  3.99K rollouts | best: -2.41T | avg: -32.0T | 24 rollouts/s | 167.6s elapsed   
  4.01K rollouts | best: -2.41T | avg: -32.2T | 24 rollouts/s | 168.4s elapsed   
  4.03K rollouts | best: -2.41T | avg: -32.3T | 24 rollouts/s | 169.2s elapsed   
  4.05K rollouts | best: -2.41T | avg: -32.4T | 24 rollouts/s | 170.1s elapsed   
  4.07K rollouts | best: -2.41T | avg: -32.5T | 24 rollouts/s | 170.9s elapsed   
  4.09K rollouts | best: -2.41T | avg: -32.7T | 24 rollouts/s | 171.8s elapsed   
  4.11K rollouts | best: -2.41T | avg: -32.8T | 24 rollouts/s | 172.6s elapsed   
  4.13K rollouts | best: -2.41T | avg: -32.9T | 24 rollouts/s | 173.4s elapsed   
  4.15K rollouts | best: -2.41T | avg: -33.0T | 24 rollouts/s | 174.3s elapsed   
  4.17K rollouts | best: -2.41T | avg: -33.1T | 24 rollouts/s | 175.1s elapsed   
  4.19K rollouts | best: -2.41T | avg: -33.3T | 24 rollouts/s | 175.9s elapsed   
  4.21K rollouts | best: -2.41T | avg: -33.4T | 24 rollouts/s | 176.8s elapsed   
  4.23K rollouts | best: -2.41T | avg: -33.5T | 24 rollouts/s | 177.6s elapsed   
  4.25K rollouts | best: -2.41T | avg: -33.6T | 24 rollouts/s | 178.4s elapsed   
  4.27K rollouts | best: -2.41T | avg: -33.8T | 24 rollouts/s | 179.3s elapsed   
  4.29K rollouts | best: -2.41T | avg: -33.9T | 24 rollouts/s | 180.1s elapsed   
  4.31K rollouts | best: -2.41T | avg: -34.0T | 24 rollouts/s | 181.0s elapsed   
  4.33K rollouts | best: -2.41T | avg: -34.1T | 24 rollouts/s | 181.8s elapsed   
  4.35K rollouts | best: -2.41T | avg: -34.3T | 24 rollouts/s | 182.6s elapsed   
  4.37K rollouts | best: -2.41T | avg: -34.4T | 24 rollouts/s | 183.5s elapsed   
  4.39K rollouts | best: -2.41T | avg: -34.5T | 24 rollouts/s | 184.3s elapsed   
  4.41K rollouts | best: -2.41T | avg: -34.6T | 24 rollouts/s | 185.2s elapsed   
  4.43K rollouts | best: -2.41T | avg: -34.7T | 24 rollouts/s | 186.0s elapsed   
  4.45K rollouts | best: -2.41T | avg: -34.8T | 24 rollouts/s | 186.8s elapsed   
  4.47K rollouts | best: -2.41T | avg: -35.0T | 24 rollouts/s | 187.7s elapsed   
  4.49K rollouts | best: -2.41T | avg: -35.1T | 24 rollouts/s | 188.5s elapsed   
  4.51K rollouts | best: -2.41T | avg: -35.2T | 24 rollouts/s | 189.4s elapsed   
